# DERIVATIONS.tsv — machine-checked derivation map for reader-facing derived artifacts.
# Consumed by final_gate.py clause G8 (input-hash stamps) and G12 (DOCX source-manifest hash).
# One row per (artifact, input). Columns (tab-separated):
#   artifact	generator	input	sha256_at_derivation	scope	check
# scope: repo = input is committed (gate re-hashes it; hermetic on CI)
#        external = input is local-only data/run output (verified when present locally; skip-with-note on CI)
# check: G8  = gate fails unless sha256_at_derivation matches the CURRENT hash of the input
#              (PENDING = not yet stamped -> FAIL; stamped at the canonical re-freeze)
#        G12 = input is part of the DOCX source manifest; the combined manifest hash is embedded
#              in the DOCX by convert_to_docx.py and recomputed by the gate (per-input sha = "-")
#        G4  = already byte-gated by clause G4 (row kept for provenance; no G8 hash check)
#        PROV = provenance record only (base-pipeline artifact families; one-run-consistency is
#               established by the single canonical DAG run, not per-input hashes)
#
# --- Post-freeze frozen->frozen derivations (the historical escape class; G8-checked) ---
results/paper_frozen/group_error_calibration.json	paper/compute_group_error_calibration.py	results/paper_frozen/equity_analysis.json	ca673d71e295a499e839153ef72296a1029dd1e7eadbeb6830924791af209c24	repo	G8
results/paper_frozen/group_error_calibration.json	paper/compute_group_error_calibration.py	data/interim/merged_wq.parquet	b739fea6bbde1eef8bcc78ca34d7a99cbdcae387795539271a1d9f6d7e7b3e7b	external	G8
results/paper_frozen/inference_strengthening.json	paper/compute_inference_strengthening.py	results/paper_frozen/loro_cv_provenance_free.json	909ea3085cfdfa5fc976cd20643b9f010aab5c4d939b1efccb1ed5b8c6931d8a	repo	G8
results/paper_frozen/inference_strengthening.json	paper/compute_inference_strengthening.py	results/paper_frozen/loro_equity_analysis.json	f0a98bd012f52c44406f03b120d6b5edca2b0aeb8b7da1e4eb9eefb78bd72211	repo	G8
results/paper_frozen/inference_strengthening.json	paper/compute_inference_strengthening.py	results/paper_frozen/equity_analysis.json	ca673d71e295a499e839153ef72296a1029dd1e7eadbeb6830924791af209c24	repo	G8
results/paper_frozen/areal_apportionment.json	paper/compute_areal_apportionment.py	results/paper_frozen/equity_analysis.json	ca673d71e295a499e839153ef72296a1029dd1e7eadbeb6830924791af209c24	repo	G8
results/paper_frozen/areal_apportionment.json	paper/compute_areal_apportionment.py	data/interim/merged_wq.parquet	b739fea6bbde1eef8bcc78ca34d7a99cbdcae387795539271a1d9f6d7e7b3e7b	external	G8
results/paper_frozen/areal_apportionment.json	paper/compute_areal_apportionment.py	data/raw/EJSCREEN_2023_BG_with_AS_CNMI_GU_VI.csv	f6fd10cca981ff9eca4d206205724201ccc4cab7630dbed0737b82c04b64eca1	external	G8
results/paper_frozen/mn_ascertainment.json	paper/compute_mn_ascertainment.py	data/processed/ucmr5.parquet	986e41ffec4fe13fbcdc49b40abcc464cb04dd2de2d0e1d7bb26849309874a0a	external	G8
results/paper_frozen/mn_ascertainment.json	paper/compute_mn_ascertainment.py	data/processed/ucmr3.parquet	1720bdde734b9d40a6d95397736d297a50489299ee367da3b4b136f5921714c9	external	G8
results/paper_frozen/mn_ascertainment.json	paper/compute_mn_ascertainment.py	data/processed/mn_mdh.parquet	b8b868a4207accdda13d3734986188e0dac3ac1f5a7e9a2472a5f91232df0017	external	G8
#
# --- Generated reader-facing artifacts already byte-gated by G4 (provenance rows) ---
LEADERBOARD.md	paper/regenerate_leaderboard.py	results/paper_frozen/results.json	-	repo	G4
paper/tables/	paper/generate_tables.py	results/paper_frozen/	-	repo	G4
#
# --- DOCX source manifests (G12: combined manifest hash embedded by convert_to_docx.py) ---
# NOTE: manifests finalized when convert_to_docx.py gained the embed; rows below are
# the source files each artifact consumes per convert_to_docx.py.
# NOTE: the G12 artifacts/inputs below (manuscript DOCX + sources) are not distributed
# with the benchmark tree; G12 reports "not distributed -- skipped" there and enforces
# where the manuscript lives. Rows retained as the machine-readable record of that
# private enforcement.
paper/manuscript.docx	paper/convert_to_docx.py	paper/skeleton.md	-	repo	G12
paper/manuscript.docx	paper/convert_to_docx.py	paper/figures/	-	repo	G12
paper/extended_data.docx	paper/convert_to_docx.py	paper/extended_data.md	-	repo	G12
paper/extended_data.docx	paper/convert_to_docx.py	paper/figures/	-	repo	G12
paper/supplementary_information.docx	paper/convert_to_docx.py	paper/supplementary_information.md	-	repo	G12
paper/manuscript_review.docx	paper/convert_to_docx.py	paper/skeleton.md	-	repo	G12
paper/manuscript_review.docx	paper/convert_to_docx.py	paper/extended_data.md	-	repo	G12
paper/manuscript_review.docx	paper/convert_to_docx.py	paper/supplementary_information.md	-	repo	G12
